"payment_id","customer_id","subscription_id","invoice_id","payment_date","amount","currency","payment_method","payment_status","billing_period_start","billing_period_end","failure_reason"
676,46,46,"INV-2021-02-46-2","2023-07-24","0.00","EUR","SEPA Direct Debit","Paid","2023-07-23","2023-08-21",""
677,46,46,"INV-2021-03-46-3","2023-08-23","0.00","EUR","Bank Transfer","Paid","2023-08-22","2023-09-20",""
678,46,46,"INV-2021-04-46-4","2023-09-24","0.00","EUR","PayPal","Paid","2023-09-21","2023-10-20",""
679,46,46,"INV-2021-05-46-5","2023-10-25","0.00","EUR","Card","Paid","2023-10-21","2023-11-19",""
680,46,46,"INV-2021-06-46-6","2023-11-22","0.00","EUR","SEPA Direct Debit","Paid","2023-11-20","2023-12-19",""
681,46,46,"INV-2021-07-46-7","2023-12-24","0.00","EUR","Card","Paid","2023-12-20","2024-01-18",""
682,46,46,"INV-2021-08-46-8","2024-01-24","0.00","EUR","Bank Transfer","Paid","2024-01-19","2024-02-17",""
683,46,46,"INV-2021-09-46-9","2024-02-21","0.00","EUR","Bank Transfer","Paid","2024-02-18","2024-03-18",""
684,46,46,"INV-2021-10-46-10","2024-03-21","0.00","EUR","Card","Paid","2024-03-19","2024-04-17",""
685,46,46,"INV-2021-11-46-11","2024-04-21","0.00","EUR","Card","Paid","2024-04-18","2024-05-17",""
686,46,46,"INV-2021-12-46-12","2024-05-21","0.00","EUR","Card","Paid","2024-05-18","2024-06-16",""
687,46,46,"INV-2022-01-46-13","2024-06-18","0.00","EUR","SEPA Direct Debit","Paid","2024-06-17","2024-07-16",""
688,46,46,"INV-2022-02-46-14","2024-07-22","0.00","EUR","PayPal","Paid","2024-07-17","2024-08-15",""
689,46,46,"INV-2022-03-46-15","2024-08-17","0.00","EUR","Bank Transfer","Paid","2024-08-16","2024-09-14",""
690,46,46,"INV-2022-04-46-16","2024-09-16","0.00","EUR","SEPA Direct Debit","Paid","2024-09-15","2024-10-14",""
691,46,46,"INV-2022-05-46-17","2024-10-19","0.00","EUR","Bank Transfer","Paid","2024-10-15","2024-11-13",""
692,46,46,"INV-2022-06-46-18","2024-11-16","0.00","EUR","SEPA Direct Debit","Pending","2024-11-14","2024-12-13",""
693,46,46,"INV-2022-07-46-19","2024-12-16","0.00","EUR","Card","Paid","2024-12-14","2025-01-12",""
694,46,46,"INV-2022-08-46-20","2025-01-14","0.00","EUR","PayPal","Pending","2025-01-13","2025-02-11",""
695,46,46,"INV-2022-09-46-21","2025-02-12","0.00","EUR","Bank Transfer","Refunded","2025-02-12","2025-03-13","Customer Requested Refund"
696,46,46,"INV-2022-10-46-22","2025-03-19","0.00","EUR","Bank Transfer","Paid","2025-03-14","2025-04-12",""
697,46,46,"INV-2022-11-46-23","2025-04-14","0.00","EUR","Bank Transfer","Paid","2025-04-13","2025-05-12",""
698,46,46,"INV-2022-12-46-24","2025-05-18","0.00","EUR","PayPal","Pending","2025-05-13","2025-06-11",""
699,21,21,"INV-2026-08-21-25","2026-08-20","319.10","EUR","Card","Paid","2026-08-08","2026-09-07",""
